customerID,tenure,MonthlyCharges,TotalCharges,tenure_group,monthly_charge_group,gender_Male,SeniorCitizen_1,Partner_True,Dependents_True,PhoneService_True,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_True,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_True
0557-ASKVU,0.23943661971830985,0.3597014925373134,0.10827371336256636,Menengah,Sedang,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,False
5698-BQJOH,0.11267605633802817,0.7577114427860697,0.0967516732056312,Baru,Tinggi,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True
5122-CYFXA,0.02816901408450704,0.5676616915422885,0.025998153704131086,Baru,Sedang,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False
8627-ZYGSZ,0.647887323943662,0.6034825870646766,0.41905723517193627,Menengah,Sedang,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
3410-YOQBQ,0.4225352112676057,0.6064676616915423,0.28599123009462263,Menengah,Sedang,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
3170-NMYVV,0.6901408450704226,0.018905472636815884,0.10525040387722133,Lama,Rendah,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
7410-OIEDU,0.1267605633802817,0.6129353233830845,0.10022501730902378,Baru,Sedang,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
2273-QCKXA,0.0,0.30646766169154227,0.0034906531271636275,Baru,Sedang,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0731-EBJQB,0.7183098591549296,0.021393034825870627,0.12368451419339951,Lama,Rendah,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
1891-QRQSA,0.8873239436619719,0.9288557213930347,0.8170090006923609,Lama,Tinggi,True,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
8028-PNXHQ,0.8591549295774649,0.05970149253731341,0.16222017078236786,Lama,Rendah,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False
5630-AHZIL,0.02816901408450704,0.46019900497512434,0.018301407800600047,Baru,Sedang,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
2673-CXQEU,0.7746478873239437,0.917910447761194,0.7062889453034848,Lama,Tinggi,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False
6416-JNVRK,0.6338028169014085,0.37213930348258706,0.30810639279944607,Menengah,Sedang,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
5590-ZSKRV,0.09859154929577466,0.3621890547263681,0.05347911377798293,Baru,Sedang,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0191-ZHSKZ,0.4084507042253521,0.5621890547263682,0.24146088160627743,Menengah,Sedang,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False
3887-PBQAO,0.619718309859155,0.07611940298507458,0.13821832448649896,Menengah,Rendah,False,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
5919-TMRGD,0.0,0.607960199004975,0.006987075928917609,Baru,Sedang,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
8108-UXRQN,0.14084507042253522,0.32139303482587056,0.06306831294714979,Baru,Sedang,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
9191-MYQKX,0.08450704225352114,0.5661691542288557,0.055169628432956384,Baru,Sedang,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
9919-YLNNG,0.5774647887323944,0.8512437810945274,0.4971959381490884,Menengah,Tinggi,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
0318-ZOPWS,0.676056338028169,0.018905472636815884,0.11014885760443112,Lama,Rendah,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False
4445-ZJNMU,0.11267605633802817,0.8064676616915423,0.10384837295176552,Baru,Tinggi,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False
4808-YNLEU,0.47887323943661975,0.43681592039800987,0.2534791137779829,Menengah,Sedang,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
1862-QRWPE,0.6619718309859155,0.023880597014925342,0.11980152319409186,Menengah,Rendah,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
2796-NNUFI,0.6338028169014085,0.01691542288557213,0.1048119086083545,Menengah,Rendah,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False
3016-KSVCP,0.3943661971830986,0.154228855721393,0.11429148396030464,Menengah,Rendah,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4767-HZZHQ,0.4084507042253521,0.6348258706467661,0.29441495499653814,Menengah,Tinggi,True,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2424-WVHPL,0.0,0.5616915422885572,0.006450496192014771,Baru,Sedang,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
7233-PAHHL,0.9154929577464789,0.654228855721393,0.6572178629125317,Lama,Tinggi,True,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False
6067-NGCEU,0.9014084507042254,0.9233830845771144,0.8179321486268175,Lama,Tinggi,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False
9848-JQJTX,1.0,0.8223880597014926,0.8585564274174937,Lama,Tinggi,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False
8637-XJIVR,0.15492957746478872,0.6039800995024875,0.10484075698130627,Baru,Sedang,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
9803-FTJCG,0.9859154929577465,0.4835820895522387,0.545799676898223,Lama,Sedang,True,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False
0278-YXOOG,0.056338028169014086,0.027860696517412936,0.010968151396261252,Baru,Rendah,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True
3212-KXOCR,0.7183098591549296,0.027363184079601977,0.12559427648280638,Lama,Rendah,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
4598-XLKNJ,0.33802816901408456,0.7985074626865671,0.2879875375028848,Menengah,Tinggi,False,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True
6380-ARCEH,0.0,0.019402985074626844,0.0001615508885298867,Baru,Rendah,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
3679-XASPY,0.0,0.011940298507462671,7.500576967459007e-05,Baru,Rendah,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False
7123-WQUHX,0.5211267605633804,0.763681592039801,0.41389337641357027,Menengah,Tinggi,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False
5386-THSLQ,0.9154929577464789,0.2716417910447761,0.3471555504269559,Lama,Sedang,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
3192-NQECA,0.943661971830986,0.9129353233830845,0.8761885529656128,Lama,Tinggi,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True
6180-YBIQI,0.056338028169014086,0.06019900497512437,0.009393030233094853,Baru,Rendah,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6728-DKUCO,1.0,0.854726368159204,0.840555042695592,Lama,Tinggi,False,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False
9750-BOOHV,0.4366197183098592,0.11840796019900496,0.10487537502884837,Menengah,Rendah,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
8597-CWYHH,0.5915492957746479,0.7572139303482587,0.4503231017770598,Menengah,Tinggi,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False
2848-YXSMW,1.0,0.011442786069651711,0.15514078006000462,Lama,Rendah,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False
0486-HECZI,0.7605633802816901,0.7810945273631841,0.6023655665820448,Lama,Tinggi,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
4549-ZDQYY,0.7183098591549296,0.3950248756218906,0.34888645280406183,Lama,Sedang,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
5712-AHQNN,0.5915492957746479,0.7303482587064677,0.45410800830833137,Menengah,Tinggi,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
4846-WHAFZ,0.5070422535211268,0.5796019900497512,0.3287964458804523,Menengah,Sedang,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
5256-SKJGO,0.8873239436619719,0.36169154228855727,0.3928802215555043,Lama,Sedang,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False
3071-VBYPO,0.02816901408450704,0.7124378109452736,0.026494345718901455,Baru,Tinggi,True,False,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
9560-BBZXK,0.49295774647887325,0.127363184079602,0.12780406185091162,Menengah,Rendah,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5299-RULOA,0.1267605633802817,0.8159203980099502,0.12068428340641589,Baru,Tinggi,False,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True
8402-OOOHJ,0.5633802816901409,0.023880597014925342,0.09420147703669514,Menengah,Rendah,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False
9445-ZUEQE,0.36619718309859156,0.6661691542288557,0.24611123932610202,Menengah,Tinggi,True,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
1091-SOZGA,0.7746478873239437,0.8114427860696517,0.6342776367412878,Lama,Tinggi,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False
2928-HLDBA,0.07042253521126761,0.024378109452736302,0.010841218555273483,Baru,Rendah,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
0404-SWRVG,0.02816901408450704,0.5587064676616916,0.024319178398338335,Baru,Sedang,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
6497-TILVL,0.08450704225352114,0.32288557213930347,0.03825871220863144,Baru,Sedang,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7219-TLZHO,0.04225352112676056,0.025870646766169153,0.005088852988691437,Baru,Rendah,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
4622-YNKIJ,0.4507042253521127,0.7034825870646766,0.34720170782367876,Menengah,Tinggi,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False
4412-YLTKF,0.36619718309859156,0.5950248756218905,0.24425340410800833,Menengah,Sedang,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
6734-PSBAW,1.0,0.0527363184079602,0.1967632125548119,Lama,Rendah,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False
3930-ZGWVE,0.0,0.014925373134328346,0.0001096238172167089,Baru,Rendah,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
2639-UGMAZ,0.9859154929577465,0.3800995024875622,0.4577140549273021,Lama,Sedang,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False
2876-GZYZC,0.16901408450704225,0.6736318407960199,0.13810870066928227,Menengah,Tinggi,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
